nicho,cidade,nome,endereco,telefone,website,tipo,nota,reviews,Descricao,Latitude,Longitude
Projetos de acessibilidade e laudos ,Itajubá,CAIDI-Centro de Apoio e Integração do Deficiente de Itajubá,"R. José Corrêa Cardoso, 240",(35) 98445-8067,,Organização de serviço social,4.8,22.0,"""Local de excelência em inclusão social""",-22.430763,-45.433704
Projetos de acessibilidade e laudos ,Itajubá,APAE de Itajubá,"R. Florival Xavier, N° 44",(35) 3622-0917,,Instituição educacional,4.5,33.0,"""PARABÉNS ESCOLA 🏫""",-22.426779,-45.457474
