nicho,cidade,nome,endereco,telefone,website,tipo,nota,reviews,Descricao,Latitude,Longitude
Projetos de drenagem e contenção de encostas,Itajubá,DAC Engenharia Ltda,Itajubá - MG,(35) 2143-9087,,Empresa de engenharia civil,5.0,11.0,"""Competência , agilidade e atendimento e serviço completo em engenharia""",-22.426107,-45.448444
Projetos de drenagem e contenção de encostas,Itajubá,Prefeitura Municipal de Itajubá,Itajubá - MG,(35) 99892-8863,,Prefeitura,4.2,195.0,"""Secretaria de agricultura equipe nota 10""",-22.412167,-45.436142
